39,Tuan alli Schwimmer uflista wo in Moskau gebora worda sin,Graubünden
39,Tuan alli Schwimmer uflista wo in Moskau gebora worda sin,Graubünden
173,Tuan alli Berga uflista wo grösser als dr Nanga Parbat sin,Graubünden
65,Wer isch dr Gouverneur vu Wyoming,Graubünden
468,Wiaviel Umsatz macht IBM,Graubünden
486,Wem ghört Aldi?,Graubünden
219,Wer hät Forbes usebracht?,Zürich
220,Welle Pris hät Douglas Hofstadter gunne?,Zürich
221,Wer isch de jüngsti Dart-Spieler?,Zürich
223,Über welle Fluss füehrt dBrooklyn Bridge?,Zürich
224,Wie viel Mensche lebed in Pole?,Zürich
225,Wänn isch die letzti Folg vo Friends usgstrahlt worde?,Zürich
226,Heisst dEhefrau vom Präsident Obama Michelle?,Zürich
227,Wer isch de 9. Präsident vode Vereinigte Staate?,Zürich
227,Wer isch de 8. Präsident vode Vereinigte Staate?,Zürich
228,Wie viel Iwohner hät die Europäischi Union?,Zürich
232,Wie viel Iwohner hät Kairo?,Zürich
417,Wiaviel Sitzplätz hät ds Heimstadion fum FC Porto?,Graubünden
278,Wia viel Iwohner hät dia grösst Stadt fu Kanada?,Graubünden
425,Welli Länder fur Europäischa Union hend dr Euro?,Graubünden
486,Wwm ghört dr Aldi?,Graubünden
429,Mach a Lista fu allna Profiskater us Schweda.,Graubünden
402,Welles Museum in New York hät dia meista Bsuachenda?,Graubünden
507,Tuan miar alli B-Sitana fu da Ramones uflista.,Graubünden
361,Wia heissen d Enkelkinder fum Elvis Presley?,Graubünden
4,Wer isch dr Bürgermeister in New York?,Graubünden
293,Wer alles hät an The Wall fu Pink Floyd mitgschrieba?,Graubünden
268,Wo isch dr Sitz vo dr Heineken Brauerei?,Ostschweiz
164,Wia heisst dr zweithöchsti Berg vo dr Welt?,Ostschweiz
254,In welem alta Riich sind Kakaobohna Zahligsmittel gsi?,Ostschweiz
424,Wer isch dr Bürgermeister vo Berlin?,Ostschweiz
247,Wia viel Aldi-Filiala gits?,Ostschweiz
105,In wiaviel Film het dr Leonardo DiCaprio mitgspielt?,Ostschweiz
87,Uf wela Musigalba befindet sich ds Liad Last Christmas?,Ostschweiz
151,Mit wem isch dr Tom Cruise verhürotet gsi?,Ostschweiz
248,Wia heisst dr längsti Fluss vo dr Welt?,Ostschweiz
60,Seg miar alli Apollo-14-Astronauta?,Ostschweiz
88,Du seg mau wenn isch da Auberta eich zure Provinz wordä?,Bern
343,Welli Stadt hät ds äuteste no fahrende U-Bahn?,Bern
473,"List aui Autos uf, wo ds Dütschland na produziert werdä",Bern
473,"List aui Autos uf, wo ds Dütschland na produziert werdä.",Bern
136,Welli Seriä sy vom John Cleese erfunde wordä?,Bern
510,Wo liggt z Fort Knox?,Graubünden
406,Schrieb alli Schauspieler uf wu im Last Action Hero mitgspielt hend,Graubünden
466,Mit wem isch d Tochter fum Robert Kennedy verhürotet?,Graubünden
385,Zeig mir di Autobiographie vom Hemigway?,Zentralschweiz
386,Wie gross isch d Amazon Eve?,Zentralschweiz
431,List all argentinische Film uf.,Zentralschweiz
432,Wie isch de Michael Jackson gstorbe?,Zentralschweiz
433,Welle US-Bundesstaat isch als letschte anerkannt worde?,Zentralschweiz
435,Gib mir d Internetpräsenz von Forbes.,Zentralschweiz
447,Welle US-Bundestaathet die höchsti Bevölkerigsdichti?,Zentralschweiz
449,Wie isch d Vorwahl vo Berlin?,Zentralschweiz
453,Wie vill Mönd het de Mars?,Zentralschweiz
454,Wie isch de echti Name vom Batman?,Zentralschweiz
24,Welli US-Staate liegen i de gliiche Ziitzone wie Utah?,Zentralschweiz
25,I wellne US-Staate gits Goldvorkomme?,Zentralschweiz
26,Mit wem isch d Tochter vo de Ingrid Berman verhüratet?,Zentralschweiz
27,Wie tüüf isch de Lake Placid?,Zentralschweiz
28,Liste alli Musee in London uf.,Zentralschweiz
29,Welli Höhlene hend mel als drü Iigäng?,Zentralschweiz
34,Wenn isch d Friiheitstatue baut worde?,Zentralschweiz
35,Welli Staate grenzed a Illinois?,Zentralschweiz
36,Wer het Mincraft entwicklet?,Zentralschweiz
38,I wellne Film het de Jesse Eisenberg mitgspillt?,Zentralschweiz
345,Wia viel Menscha leben in Eurasia?,Ostschweiz
324,Wer het d Musig für Harold und Maude gschrieba?,Ostschweiz
465,Weli dütscha Städt hen meh als 250000 Iiwohner?,Ostschweiz
411,Weli amerikanischa Präsidenta sind während em Vietnamchriag im Amt gsi?,Ostschweiz
193,An welera Universität het dia dütsch Kanzlerin Angela Merkel gstudiart?,Ostschweiz
326,Weli Stadt het dia wenigsta Iiwohner?,Ostschweiz
39,"List alli Schwimmer uuf, wo in Moskau gebora sind.",Ostschweiz
434,Zu welera Klass ghört dr Tuusigfüassler?,Ostschweiz
342,Wo isch dr Bach gebora?,Ostschweiz
277,Wia viel Iiwohner het dr Irak?,Ostschweiz
504,Mit wem isch d Tochter vum Bill Clinton verhürotet?,Graubünden
345,Wiaviel Menscha leben in Eurasia?,Graubünden
416,Sind Taiko a Art vu japanischa MusiKinstrument?,Graubünden
346,Wia präsentiart d BBC d Wildlife Specials?,Graubünden
423,Wia isch ds Geburtstagsdatum vur Angela Merkel?,Graubünden
179,Isch dr Darth Vader dr Papi vom Luke?,Graubünden
438,Wia heisst dr höchsti Ort vu Karakoram?,Graubünden
204,In wellam Land entspringt dr Nil?,Graubünden
543,Welli Brauerei gits in Nordrhein Westphalen?,Graubünden
301,Wia viel Sprocha werden in Turkmenistan gredat?,Graubünden
211,Wia heissen dEntwickler vu DBpedia?,Graubünden
336,Wia viel hät Pulp Ficiton kostet?,Graubünden
12,Zaig dEnkelkinder vum Bruce Lee?,Graubünden
81,Welli Schauspieler sind in Dütschland gebora? ,Graubünden
464,Welli Weltruumsonda sind in dr Orbit vu da Sunna gschickt worda?,Graubünden
481,Welli Länder händ meh als 10 Vulkan? ,Graubünden
481,Welli Länder händ meh als 10 Vulkän? ,Graubünden
330,Sind dEltera vum Prinz Harry und vum Prinz William dia glicha? ,Graubünden
323,Wia viel Kosta hät dr Lego-Movie verursacht? ,Graubünden
528,Wia isch dr Muhammad gstorba?,Graubünden
353,Wär isch in da grossa Pyramida vu Gyzeh beärdigt worda? ,Graubünden
234,Was isch s letzte Werk vom Dan Brown?,Zentralschweiz
15,Welle Staat in de USA het die höchsti Bevölkerigsdichti?,Zentralschweiz
364,I wellere Ziitzone isch San Pedro de Atacama?,Zentralschweiz
485,List alli düütsche wiibliche Bundeskanzler uf.,Zentralschweiz
86,Wer het de Goofy erfunde?,Zentralschweiz
47,Welli Bruggene füehred über d Seine?,Zentralschweiz
369,Hett de Elvis Presley Chind gha?,Zentralschweiz
314,Wie heisst s eltiste Kind vo de Meryl Streep?,Zentralschweiz
131,Wo isch de Amtssitz vom spanische Premierminister?,Zentralschweiz
407,Wer het de Plute entdeckt?,Zentralschweiz
501,Wenn het de Lance Bass ghüratet?,Zentralschweiz
147,Welli Fiirtäg gits uf de Welt?,Zentralschweiz
155,Welles isch de liechtischti Mond vom Jupiter?,Zentralschweiz
535,Welli Bibliotheke sind vor 1400 gründet worde?,Zentralschweiz
97,Welles dind die grösste Balligszentre im Bundestaat Washington?,Zentralschweiz
537,Welles MUesem stellt de Schrei vo Munch us?,Zentralschweiz
104,Was isch die schlechtischti Platzierig vo Brasilie i de FIFA-Weltrangliiste gsi?,Zentralschweiz
460,List alli usgstorbene Tier uf.,Zentralschweiz
116,Welli Schiff sind nach em Bejamin Franklin benannt worde.,Zentralschweiz
86,Wer het de Goofy erfunde?,Zentralschweiz
175,Welles sind d Fachgebiert vom UNC Health Care?,Zentralschweiz
213,Ghöred Baumstiiger zu de Amphibie?,Zentralschweiz
440,Welli Schauspieker spielled in Big Bang Theroy mit=?,Zentralschweiz
444,"Liste englischi Schauspiiler uf, wo in Lovsick mitspilled.",Zentralschweiz
236,Wer isch de Autor vom Buech Traumdüütig?,Zentralschweiz
197,Ish d Kubakriise vor de Invasion vo de Schweinebucht gsi?,Zentralschweiz
403,Wie heisst s erste Album vo Queen?,Zentralschweiz
376,Welli Regierigsfrom het Russland?,Zentralschweiz
520,I weller Stadt het d Aur China de Unternehmigssitz?,Zentralschweiz
371,I wellere stadt läbt dr sylvester stallone? ,Bern
31,weles si luutem ign di 10 beste aktion rollespiu füre pc?,Bern
371,I wellere stadt läbt dr sylvester stallone? ,Bern
31,weles si luutem ign di 10 beste aktion rollespiu füre pc?,Bern
278,wi viu ihwohner het di grössti stadt vo kanada?,Bern
289,schrib aui spieler uf wo vo mean hamster software si veröffentlichet worde,Bern
304,zu welere partei ghört dr bürgermeister vo paris? ,Bern
330,hei prinz harry und prinz william di gliche eutere? ,Bern
244,i welere programmsprach isch gimp gschribe? ,Bern
374,wi heisst d houptstadt vo kanada? ,Bern
68,schrib aui schouspieler uf wo nach 1950 in paris si gebore,Bern
277,wi viu ihwohner het dr irak,Bern
120,Welle Dichter het die meiste Bücher gschribe?,Zentralschweiz
123,I wellene Film het de Clint Eastwood Regie gführt und mitgspilt?,Zentralschweiz
126,Wie vill Fluglinie ghöred zur Star Alliance?,Zentralschweiz
128,Wer het d Tribute vo Panem gschribe?,Zentralschweiz
129,Für welles Label het de Elvis siis erste Album ufgnoo?,Zentralschweiz
130,Spilt de Christian Bale in Batman Begins mit?,Zentralschweiz
132,Welle Schauspiiler het i de meiste Film mitgspilt?,Zentralschweiz
256,Wer het de Soundtrack zum Film Titanic vom Camerons gschribe?,Zentralschweiz
257,Wie lang gaht de Film Toy Story?,Zentralschweiz
261,Wer isch de Bürgermeister vo Paris?,Zentralschweiz
395,Wer hät de Almanach vum alta Bur gschrieba?,Graubünden
366,An wa isch de Bruce Carver gstorba?,Graubünden
518,Wora isch de Abraham Lincoln gstorba?,Graubünden
13,Weli andri Waffa si vum Designr vu dr Uzi entwicklet worda?,Graubünden
133,"Tua alli Ländr uflista, wo meh als zwei offizielli Landessproche hen.",Graubünden
280,"Tua alli Schauspielr uflista, wo in de Film, untr dr Regie vu William Shatner, mitgspielt hen.",Graubünden
280,"Tua alli Schauspielr uflista, wo in de Film, untr dr Regie vu William Shatner, mitgspielt hen.",Graubünden
338,Hen Urdu und Persisch gmeinsami Wurzla?,Graubünden
461,Wer isch d'Ehefrau vum Präsident Lincoln gsi?,Graubünden
421,Weli Flughäfa gits in Kalifornia (USA)?,Graubünden
296,Wer isch mitm Präsident Chirac verhürotet gsi?,Graubünden
133,"Tua alli Ländr uflista, wo meh als zwei offizielli Landessprocha hen.",Graubünden
68,Welli Schauspiiler sind alles nach 1950 in Paris gebore?,Zentralschweiz
396,Wie heisst die chinesischi Währig?,Zentralschweiz
316,Für was staht IYCM?,Zentralschweiz
405,Wie heist de letschti Film mitem Alec Guiness?,Zentralschweiz
439,Wenn isch Finnland de EU biiträte?,Zentralschweiz
473,Welli Autos sind in Düütschland produziert worde?,Zentralschweiz
344,Wer het d Brooklyn Bridge entworfe?,Zentralschweiz
437,Wer het de Sturm im Meer von Galiläa gmalet?,Zentralschweiz
191,Wie heisst de König vo Holland?,Zentralschweiz
182,List alle Fuesballverein us Spanie uf.,Zentralschweiz
233,Lebt de Frank Herbet no?,Zürich
235,Wo isch dSungkyunkwan Universität?,Zürich
238,Wer hät Slack entwicklet?,Zürich
239,Vo wo chunt de Carolina Reaper?,Zürich
242,Wie heisst dEhefrau vom Präsident Lincoln Mary?,Zürich
245,A wellere Universität hät dAngela Merkel studiert?,Zürich
246,Für welli Musicals hät de Elton John dMusig gschriebe?,Zürich
250,Welli Firme produziered Luftchüssifahrzüg?,Zürich
252,Zu wellere Spezie ghöred Elefante?,Zürich
253,Wie viel Mensche lebed ide Hauptstadt vo Australie?,Zürich
73,Wer isch 1978 de President vo Pakistan gsi?,Zentralschweiz
255,Wie vill Theorie het de Albert Einstein gha?,Zentralschweiz
470,Wer spricht de Bart Simpson?,Zentralschweiz
79,Welli Biersorte hend de Urpsrung in Irland?,Zentralschweiz
384,I wellne Film hend d Julia Roberts und de Reichard Gere zeme mitgspillt?,Zentralschweiz
249,Wenn isch de John Adams gebore?,Zentralschweiz
94,Wo isch die früherig holländischi Königin Juliana begrabe?,Zentralschweiz
543,Welli Brauereie gits in Nordrein Westfalen?,Zentralschweiz
441,Wela Informatikr hät en Oscar gwunna?,Graubünden
40,Tuan alli Kosmonauta uflista.,Graubünden
373,Wer hät das Lied Hotel California gschrieba?,Graubünden
5,In welna Ländr hät es Ort mit meh als zwei Höhla?,Graubünden
309,Wer isch de Sohn vu Sonny und Cher?,Graubünden
434,Zu welra Klassa ghört de Tusigfüasslr?,Graubünden
391,Wer hät Titlmelodie vu Game of Thrones gschrieba?,Graubünden
284,List alli Spiel vu GMT uf.,Graubünden
341,Tua alli Büachr us Asimovs Foundation-Seria uflista.,Graubünden
234,Was isch z'letschta Werk vum Dan Brown?,Graubünden
388,List aui kanadische Grunge Plattelabels uf.,Bern
390,Wer isch dr Gründer vo Penguin Books?,Bern
399,Isch ds Rita Wilson d‘Ehefrou vom Tom Hanks?,Bern
400,Ih welne Länder redä d‘Mönsche japanisch?,Bern
401,Wele Fium vom Tim Burton hät da gröschte Budget?,Bern
413,Wieviu Goudmedaillie het dr Michael Phelps bi dr Olympische Spiu 2008 gwunne?,Bern
415,Wele Bruef het dr Frank Herbert?,Bern
427,Ih welem Land isch dr Bill Gates ufd Wäut cho?,Bern
428,Wieviu Enkelchind het dr Jacques Cousteau gha?,Bern
430,Weli Monarchä usem Vereinigte Chönigriich sy mit me Düütsche ghürate gsy?,Bern
60,zell mir alli Apollo-14 astronoute uf,Ostschweiz
446,i wellere Stadt isch de Präsident bu Montenegro gebore?,Ostschweiz
191,wie heisst de König vu holland?,Ostschweiz
161,wer het de agent wmith i de matrix gspilt?,Ostschweiz
421,welli flughäfe gits i Kalifornie ide USA?,Ostschweiz
198,welli zuetate brucht mer für en Karottekueche?,Ostschweiz
481,welli länder hend meh als 10 vulkan?,Ostschweiz
80,über welli länder erstrekend sich d Himalaya gebirge?,Ostschweiz
508,wem het mer Scarface gseit?,Ostschweiz
268,wo het d Heineken Brauerei ihren Sitz?,Ostschweiz
182,tuan alli fuassballverein us spania uflista,Graubünden
363,an wellna militärischa konflikt het dr lawrence vu arabia teilgno?,Graubünden
5,in wellna länder gits ort mit me als zwei höhlena?,Graubünden
264,flüsst d isar in a see?,Graubünden
365,tuan alli büacher mit me als 300 sitena vum william goldmann uflista,Graubünden
426,welli software isch durch mean hamster software veröffentlicht worda?,Graubünden
411,welli amerikanischi präsidenta sind während em vietnamkriag im amt ksi?,Graubünden
336,wia viel het pulp fiction kostet?,Graubünden
59,wia viel ihwohner het maribor?,Graubünden
404,wia heisst dr ersti nama vur band queens of the stone age?,Graubünden
421,Weli Flughäfe gids ds Kaliforniä ir USA?,Bern
115,Weli Fluglinie ghöre dr SkyTeam-Allianz?,Bern
121,Weli Programmiersprachö hei Javascript beeiflusst?,Bern
348,I welem Land isch dr Mount Everest?,Bern
61,"List aui Ungernehme uf, wo meh aus 1 Million Agsteuti hei.",Bern
371,I welere Stadt läbt dr Sylvester Stallone?,Bern
305,Wär het ih dr Formel 1 di meischtä Rennä gfahre?,Bern
277,Wie viu Ihwohner hät dr Irak?,Bern
39,"List aui Schwimmer uf, di wo ds Moskau geborä sy.",Bern
288,Ih welem Land isch dr Limerick Lake?,Bern
283,Wia heisst dr höchsti berg vo italia?,Graubünden
254,In wellem alta riich sind kakaobohna zahligsmittel gsi?,Graubünden
345,Wia viel menscha lebend in eurasia?,Graubünden
505,Wer isch bir apollo 11 mission dabi gsi?,Graubünden
456,Wer isch dr autor vo wikileaks?,Graubünden
382,Wenn hed dr boris becker sini aktiv karriera beendet?,Graubünden
98,Wer hed dr john lennnon umbrocht?,Graubünden
351,Wia haisst dia längsti Bruck?,Graubünden
240,In wellem Johr isch d Rachel Stevens gebora?,Graubünden
389,In wellem Land entspringt dr Ganges?,Graubünden
529,Us was bestoht d Atmosphära vum Mond?,Graubünden
503,Welli Sprocha werdend in Pakistan gredet?,Graubünden
260,Wer isch dr Nochfolger vum John F. Kennedy gsi?,Graubünden
185,Wer isch dr schwersti Spieler vu da Chicago Bulls?,Graubünden
105,In wiaviel Film het dr Leonardo DiCaprio mitgspielt?,Graubünden
76,Wo isch dr JFK ermordet worda?,Graubünden
140,Wenn sind d Darsteller vur Fernsehserie Charmed gebora?,Graubünden
144,Zell alli gothischa Gebäude in Kent uf,Graubünden
378,Wer isch dr erst ksi wo dr Mount Everest bestiga hed?,Graubünden
182,Tuan alli Fuassballverein us Spania uflista,Graubünden
455,Weg was isch dr Elon Musk berüahmt?,Graubünden
93,Wasfür schwedischi Fiirtäg gits?,Graubünden
43,Wella Musikstil spielt dr Lou Reed?,Graubünden
556,Tuan alli Internetsiita vu Unternehma uflista wo meh als 500000 Mitarbeiter hen,Graubünden
500,Wenn wird dr Film Worst Case Scenario in Holland ins Kino koh?,Graubünden
138,Welli Fuassballspiler sind in Malta gebora?,Graubünden
289,Tuan alli Spiel uflista wo vu Mean Hamster Software veröffentlicht worda sind,Graubünden
289,Tuan alli Spiel uflista wo vu Mean Hamster Software veröffentlicht worda sind,Graubünden
186,Welli sproche werdend i estland gsproche,Ostschweiz
448,wie heisst de längst fluss vu china?,Ostschweiz
393,i wellere stadt isch de John F.Kennedy gstorbe?,Ostschweiz
247,wivil aldi filiale gits?,Ostschweiz
277,wivil iwohner het irak?,Ostschweiz
452,liste alli niderländischi parteie uf,Ostschweiz
75,wivil musee gits i paris,Ostschweiz
57,wivil luftlinie gits?,Ostschweiz
154,welli partei regiert i lissabon?,Ostschweiz
179,isch de darth vader de vato vum luke?,Ostschweiz
483,Wänn isch de Erfinder vo Dracula gstorbe?,Zürich
187,Welles isch sgrösste Land vode Welt?,Zürich
110,Wie viel Mensche schaffed bi FDNY?,Zürich
508,Wer isch Scarface gnännt worde?,Zürich
497,Wer isch de Vater vo Queen Elizabeth II gsi?,Zürich
340,Isch de Baikalsee grösser als de Grosse Bärensee?,Zürich
361,Wie heissed dEnkelkinder vom Elvis Presley?,Zürich
159,Hät dNeuuflag vo Battlestar Galactica meh Episode als die alte Serie?,Zürich
393,I wellere Stadt isch de John F. Kennedy gstorbe?,Zürich
17,Welli Organisation isch 1950 gründet worde?,Zürich
68,"Tua alli Schauspielr uflista, wo noch 1950 gebora sin.",Graubünden
374,Wia haisst Hauptstadt vu Kanada?,Graubünden
290,Wia heissn d'Bandmitgliedr vu Prodigy?,Graubünden
409,Wer hät Caesar ermordet?,Graubünden
306,Us welm Land kunnt Sitecore?,Graubünden
408,In welra Zitzona ligt Salt Lake City?,Graubünden
382,Wenn hät Boris Becker sini Karriera beendet?,Graubünden
424,Wer isch Bürgrmeistr vu Berlin?,Graubünden
134,"Tua alli Ländr uflista, in dena es meh als 10 Höhla hät.",Graubünden
557,Wia hend dia drei Schiff vum Kolumbus gheissa?,Graubünden
230,Wer het World of Warcraft entwicklet?,Graubünden
222,Isch Pferderenna a Sport?,Graubünden
65,Wer isch de Governeur vu Wyoming?,Graubünden
486,Wem khört de Aldi?,Graubünden
499,Tuan alli amerikanischa Präsidenta vu da letschta 20 Johr uflista,Graubünden
504,Mit wem isch d Tochter vum Bill Clinton verhürotet?,Graubünden
529,Us was bestoht d Atmosphära vum Mond?,Graubünden
158,Für was stoht ICRO?,Graubünden
206,Welles isch ds gröschta Stadion in Spania?,Graubünden
335,Wia isch de Rosakriag usganga?,Graubünden
69,In wellem Film hend d Liz Taylor und de Richi Burton zemma gspielt?,Graubünden
8,"Tuan alli Schauspieler uflista, wo in da Film mitgspielt hend, wo de William Shatner Regie gfüehrt het und au d Hauptrolla gspielt het.",Graubünden
348,In wellem Land stoht de Mount Everest?,Graubünden
272,Wia gross isch d Flächi vo Nordrhi Westpfahla?,Graubünden
486,Wem ghört de Aldi?,Graubünden
335,Wia isch de Rosakriag usganga?,Graubünden
329,wer het s buech d Süle vu de Welt gschribe?,Ostschweiz
154,welli partei regiert i lissabon?,Ostschweiz
237,wenn isch de Shakespeare gstorbe?,Ostschweiz
315,welli TV-Serie isch vu Walt Disney entwickelt worde?,Ostschweiz
71,welle Papst isch nachem Johannes Paul II ko?,Ostschweiz
328,spilt de Neymar für Real Madrid?,Ostschweiz
81,welli Schauspieler sind i dütschland gebore worde?,Ostschweiz
479,liste alli tschechische film uf,Ostschweiz
374,wie heisst d hauptstadt vu kanada?,Ostschweiz
165,isch di grösst stadt vu ägypte au d hauptstadt?,Ostschweiz
445,Wia isch dr Spitznama vo Baghdad?,Graubünden
539,Wer isch nocham JFK Präsident worda?,Graubünden
90,I welerq Serie het dr Neil Patrick Harris mitgspielt?,Graubünden
100,Liste alli auschtralische Mealcore-Bands uf.,Zentralschweiz
335,Wia isch dr Rosakriag usganga?,Graubünden
78,Tuan alli uflista wo an Halloween gebora sind,Graubünden
222,Isch Pferderenna a sport?,Graubünden
553,"Zeigmer Wanderrouta im Grand Canyon ah, wo kei Sturzfluatgfohr hen",Graubünden
197,Isch t Kubakrisa vor dr Invasion vur Schwiibucht ksi?,Graubünden
101,Welli länder hend dr Euro igfüahrt?,Graubünden
90,In wellna Seria hed dr Neil Patrick Harris mitgspielt?,Graubünden
133,List alli Länder uf wo meh als zwei offizielli Landessprocha hend,Graubünden
423,Was isch dr Geburtsnama vur Angela Merkel?,Graubünden
345,wiaviel lüt leben in Eurasia,Graubünden
214,wo hets britische parlament ihren sitz?,Ostschweiz
416,sind taiko e art vu japanische musikinstrument?,Ostschweiz
30,wie heisst de grösst spieler vu de atlanta falcons?,Ostschweiz
217,wenn isch di füft republik i frankrisch gründet worde?,Ostschweiz
458,vor wivil johr isch s Ford Modell T hergstellt worde?,Ostschweiz
444,zell di englishe schaupieler uf wo in Lovesick mitspilend,Ostschweiz
470,wer redet de Bart Simpson?,Ostschweiz
344,wer het d Brookly Brücke entworfe?,Ostschweiz
143,wivil kind het de Eddie Murphy?,Ostschweiz
443,zell alli schrifstelle uf wo en Nobelpris gwunne hend,Ostschweiz
1,Wer het Skype entwickled?,Zentralschweiz
2,Welli Persine sind in Heraklion gboore?,Zentralschweiz
6,Wo isch de Abraham Lincoln gstorbe?,Zentralschweiz
10,Liste alli dänische Film uf.,Zentralschweiz
14,Wem ghöred d Universal Studios?,Zentralschweiz
16,Welli Monarche sind mit Düütsche verhüratet gsi?,Zentralschweiz
18,Wer isch de Erfinder vo Captain America?,Zentralschweiz
20,Wer hät d Säule der Welt gschribe?,Zentralschweiz
21,Welle US-Bundestaat het die höchsti Bevölkerigsdichti?,Zentralschweiz
23,Liste alli Trompetenspieler uf wo Bandleader vonere Band gsi sind.,Zentralschweiz
0, List alli Bretspiil vo GMT uf.,Zentralschweiz
54,Wie heissed dHauptstädt vode Länder wo sich sHimalayagebirge befindet?,Zürich
55,Bi wie vielne Film füehrt de Park Chan-wook dRegie?,Zürich
56,Welli Flüss mündet i en dütsche See?,Zürich
62,I wellne Film unter de Regie vo Garry Marshall hät dJulia Roberts mitgspielt?,Zürich
63,Welli Fuassbällverein spieled ide Premier League?,Zürich
64,Welles isch de höchsti Ort im Ural?,Zürich
67,Welli Weltkulturerbestett sind i de vergagene beide Jahr ernannt worde?,Zürich
72,List alli ESA-Astronaute uf.,Zürich
74,Wem ghört Rolls-Royce?,Zürich
77,List alli Bundeskanzler vo Dütschland uf.,Zürich
416,Sind Taiko an Art vo japanischa Musiginstrument?,Ostschweiz
205,Zu welem Bundesstaat ghört d Penn State Universität?,Ostschweiz
269,Isch de Barack Obama Demokrat?,Ostschweiz
395,Wer het de Almanach vom alta Puur gschriba?,Ostschweiz
424,Wer isch dr Bürgermeister vo Berlin?,Ostschweiz
267,Us welem Land chunt dr Erfinder vo Miffy?,Ostschweiz
494,Weli Sprocha werden in Estland gredet?,Ostschweiz
100,List alli australischa Metalcore-Bands uuf.,Ostschweiz
96,"List alli Unternehma uuf, wo in dr Werbig tätig sind.",Ostschweiz
100,List alli australischa Metalcore-Bands uuf.,Ostschweiz
328,Spielt de Neymar für Real Madrid?,Ostschweiz
323,Wie vill het de Lego-Film kostet?,Zentralschweiz
90,I wellne Serie het de Neil Patrick Harris mitgspillt?,Zentralschweiz
280,Welli Schauspiiler hend alles imene Film vom William Shatner mitgspillt?,Zentralschweiz
170,I wellne Film het de Tom Cruise mitgspillt?,Zentralschweiz
414,Welli Künstler sind am gliiche Tag wie d Rachel Stevens gstorbe?,Zentralschweiz
424,Wer isch de Bürgermeister vo Berlin,Zentralschweiz
417,Wie vill Sitzplätz het s Heimstadion vom FC Porto?,Zentralschweiz
33,Welli Basketballspiller sind grösser als 2 Meter?,Zentralschweiz
465,Weli dütschä stedt hei meh aus 250000 ihwohner?,Bern
8,"D liste vo aune schouspieler, wo i aunä fiumä mitspilä, i dänä wo dr william shatner d regie gfüert het oder o d houptrouä gspiut het",Bern
357,Wie gross isch dr michael jordan?,Bern
48,Weles si d unifarbä vo Oxford,Bern
317,Welli trubesorte wachsed in Oregon?,Zürich
147,Welli fiirtäg gits uf de Welt,Zürich
418,Welles vielflügerprogramm hett am meista fluglinia?,Graubünden
37,Wo isch der hillel slovak gstorba?,Graubünden
357,Wia gross isch der michael jordan?,Graubünden
114,In wellem us bundesstaat liggt der mount mckinley?,Graubünden
506,Welli wellalängi hett indigo?,Graubünden
467,Wiaviel studenta hett dia frei universität amsterdam?,Graubünden
508,Wer hettma scarface gnennt?,Graubünden
355,Hett der socrates der aristoteles beiflusst?,Graubünden
